revision	round	side	workload	batch_index	latency_ns
V3	1	2	sparse_edit	15	32041
V3	1	2	sparse_edit	16	32004
V3	1	2	sparse_edit	17	32000
V3	1	2	sparse_edit	18	32025
V3	1	2	sparse_edit	19	32225
V3	1	2	sparse_edit	20	32012
V3	1	2	sparse_edit	21	32033
V3	1	2	sparse_edit	22	31983
V3	1	2	sparse_edit	23	32004
V3	1	2	sparse_edit	24	31979
V3	1	2	sparse_edit	25	31958
V3	1	2	sparse_edit	26	31995
V3	1	2	sparse_edit	27	31937
V3	1	2	sparse_edit	28	31979
V3	1	2	sparse_edit	29	31962
V3	1	2	sparse_edit	30	31975
V3	1	2	sparse_edit	31	31970
V3	1	2	sparse_edit	32	32012
V3	1	2	sparse_edit	33	31995
V3	1	2	sparse_edit	34	31991
V3	1	2	sparse_edit	35	31979
V3	1	2	sparse_edit	36	32004
V3	1	2	sparse_edit	37	31975
V3	1	2	sparse_edit	38	31970
V3	1	2	sparse_edit	39	31975
V3	1	2	sparse_edit	40	31995
V3	1	2	sparse_edit	41	31983
V3	1	2	sparse_edit	42	32016
V3	1	2	sparse_edit	43	32004
V3	1	2	sparse_edit	44	31983
V3	1	2	sparse_edit	45	32000
V3	1	2	sparse_edit	46	32004
V3	1	2	sparse_edit	47	31745
V3	1	2	sparse_edit	48	31812
V3	1	2	sparse_edit	49	31933
V3	1	2	sparse_edit	50	32175
V3	1	2	sparse_edit	51	32045
V3	1	2	sparse_edit	52	31983
V3	1	2	sparse_edit	53	31962
V3	1	2	sparse_edit	54	31970
V3	1	2	sparse_edit	55	31987
V3	1	2	sparse_edit	56	31970
V3	1	2	sparse_edit	57	32000
V3	1	2	sparse_edit	58	31954
V3	1	2	sparse_edit	59	31983
V3	1	2	sparse_edit	60	31975
V3	1	2	sparse_edit	61	31995
V3	1	2	sparse_edit	62	32000
V3	1	2	sparse_edit	63	31987
V3	1	2	sparse_edit	64	32954
V3	1	2	sparse_edit	65	32679
V3	1	2	sparse_edit	66	32058
V3	1	2	sparse_edit	67	32050
V3	1	2	sparse_edit	68	32904
V3	1	2	sparse_edit	69	32737
V3	1	2	sparse_edit	70	31954
V3	1	2	sparse_edit	71	31929
V3	1	2	sparse_edit	72	31912
V3	1	2	sparse_edit	73	31900
V3	1	2	sparse_edit	74	31970
V3	1	2	sparse_edit	75	31929
V3	1	2	sparse_edit	76	31941
V3	1	2	sparse_edit	77	31912
V3	1	2	sparse_edit	78	31937
V3	1	2	sparse_edit	79	31920
V3	1	2	sparse_edit	80	31933
V3	1	2	sparse_edit	81	31900
V3	1	2	sparse_edit	82	31916
V3	1	2	sparse_edit	83	32008
V3	1	2	sparse_edit	84	32725
V3	1	2	sparse_edit	85	32050
V3	1	2	sparse_edit	86	32325
V3	1	2	sparse_edit	87	31987
V3	1	2	sparse_edit	88	31958
V3	1	2	sparse_edit	89	32012
V3	1	2	sparse_edit	90	32141
V3	1	2	sparse_edit	91	31595
V3	1	2	sparse_edit	92	31887
V3	1	2	sparse_edit	93	31979
V3	1	2	sparse_edit	94	31991
V3	1	2	sparse_edit	95	32229
V3	1	2	sparse_edit	96	31916
V3	1	2	sparse_edit	97	31962
V3	1	2	sparse_edit	98	31941
V3	1	2	sparse_edit	99	31979
V3	1	2	sparse_edit	100	31991
V3	1	2	full_redraw	1	69720
V3	1	2	full_redraw	2	68958
V3	1	2	full_redraw	3	68479
V3	1	2	full_redraw	4	68945
V3	1	2	full_redraw	5	68525
V3	1	2	full_redraw	6	68929
V3	1	2	full_redraw	7	68875
V3	1	2	full_redraw	8	70016
V3	1	2	full_redraw	9	70358
V3	1	2	full_redraw	10	70875
V3	1	2	full_redraw	11	69245
V3	1	2	full_redraw	12	68837
V3	1	2	full_redraw	13	70150
V3	1	2	full_redraw	14	69829
V3	1	2	full_redraw	15	71354
V3	1	2	full_redraw	16	66204
V3	1	2	full_redraw	17	69245
V3	1	2	full_redraw	18	69416
V3	1	2	full_redraw	19	71062
V3	1	2	full_redraw	20	72666
V3	1	2	full_redraw	21	71866
V3	1	2	full_redraw	22	72279
V3	1	2	full_redraw	23	72425
V3	1	2	full_redraw	24	70387
V3	1	2	full_redraw	25	71237
V3	1	2	full_redraw	26	72791
V3	1	2	full_redraw	27	72341
V3	1	2	full_redraw	28	72733
V3	1	2	full_redraw	29	72512
V3	1	2	full_redraw	30	71633
V3	1	2	full_redraw	31	73233
